movieId,title,genres,cluster
5094,Rollerball (2002),"['A', 'c', 't', 'i', 'o', 'n', '|', 'S', 'c', 'i', '-', 'F', 'i']",3
5095,"Scotland, Pa. (2001)","['C', 'o', 'm', 'e', 'd', 'y', '|', 'C', 'r', 'i', 'm', 'e']",3
5096,Baby's Day Out (1994),"['C', 'o', 'm', 'e', 'd', 'y']",3
5097,Bright Eyes (1934),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a']",3
5098,Dimples (1936),"['M', 'u', 's', 'i', 'c', 'a', 'l']",3
5099,Heidi (1937),"['C', 'h', 'i', 'l', 'd', 'r', 'e', 'n', '|', 'D', 'r', 'a', 'm', 'a']",3
5100,"Man Who Loved Women, The (1983)","['C', 'o', 'm', 'e', 'd', 'y']",3
5101,Richard Pryor Here and Now (1983),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",3
5102,Rookie of the Year (1993),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'F', 'a', 'n', 't', 'a', 's', 'y']",6
5103,"Sandlot, The (1993)","['C', 'h', 'i', 'l', 'd', 'r', 'e', 'n', '|', 'C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a']",6
5105,Don't Look Now (1973),"['D', 'r', 'a', 'm', 'a', '|', 'H', 'o', 'r', 'r', 'o', 'r', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",6
5106,Crossroads (2002),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'M', 'u', 's', 'i', 'c', 'a', 'l', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",6
5107,Hart's War (2002),"['D', 'r', 'a', 'm', 'a', '|', 'W', 'a', 'r']",6
5108,John Q (2002),"['C', 'r', 'i', 'm', 'e', '|', 'D', 'r', 'a', 'm', 'a', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",6
5109,Return to Never Land (2002),"['A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'A', 'n', 'i', 'm', 'a', 't', 'i', 'o', 'n', '|', 'C', 'h', 'i', 'l', 'd', 'r', 'e', 'n']",6
5110,Super Troopers (2001),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'C', 'r', 'i', 'm', 'e', '|', 'M', 'y', 's', 't', 'e', 'r', 'y']",6
5111,"Good Son, The (1993)","['D', 'r', 'a', 'm', 'a', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",6
5113,After the Fox (Caccia alla volpe) (1966),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'C', 'r', 'i', 'm', 'e']",6
5114,"Bad and the Beautiful, The (1952)","['D', 'r', 'a', 'm', 'a']",6
5115,Cast a Giant Shadow (1966),"['A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'W', 'a', 'r']",6
5116,Designing Woman (1957),"['C', 'o', 'm', 'e', 'd', 'y']",1
5117,Funny Lady (1975),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'M', 'u', 's', 'i', 'c', 'a', 'l']",1
5118,"Heartbreak Kid, The (1972)","['C', 'o', 'm', 'e', 'd', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",1
5119,Saturday Night and Sunday Morning (1960),"['D', 'r', 'a', 'm', 'a']",1
5120,Sleuth (1972),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'M', 'y', 's', 't', 'e', 'r', 'y', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",1
5121,Stroszek (1977),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a']",1
5122,Summer of '42 (1971),"['D', 'r', 'a', 'm', 'a']",1
5123,"Touch of Class, A (1973)","['C', 'o', 'm', 'e', 'd', 'y']",1
5125,Used Cars (1980),"['C', 'o', 'm', 'e', 'd', 'y']",1
5126,"Deadly Mantis, The (1957)","['H', 'o', 'r', 'r', 'o', 'r', '|', 'S', 'c', 'i', '-', 'F', 'i']",1
5127,Dragonfly (2002),"['D', 'r', 'a', 'm', 'a', '|', 'F', 'a', 'n', 't', 'a', 's', 'y', '|', 'M', 'y', 's', 't', 'e', 'r', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",1
5128,Queen of the Damned (2002),"['F', 'a', 'n', 't', 'a', 's', 'y', '|', 'H', 'o', 'r', 'r', 'o', 'r']",9
5130,Green Dragon (2001),"['D', 'r', 'a', 'm', 'a']",9
5132,"Last Man, The (2000)","['C', 'o', 'm', 'e', 'd', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e', '|', 'S', 'c', 'i', '-', 'F', 'i']",9
5134,Mean Machine (2001),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a']",9
5135,Monsoon Wedding (2001),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",9
5136,Wendigo (2001),"['D', 'r', 'a', 'm', 'a', '|', 'H', 'o', 'r', 'r', 'o', 'r']",9
5137,Scratch (2001),"['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",9
5138,State Property (2002),"['A', 'c', 't', 'i', 'o', 'n', '|', 'C', 'r', 'i', 'm', 'e', '|', 'D', 'r', 'a', 'm', 'a']",9
5139,"Bad News Bears, The (1976)","['C', 'o', 'm', 'e', 'd', 'y']",9
5140,"Bad News Bears Go to Japan, The (1978)","['C', 'o', 'm', 'e', 'd', 'y']",9
5141,"Bad News Bears in Breaking Training, The (1977)","['C', 'o', 'm', 'e', 'd', 'y']",9
5142,"Firemen's Ball, The (Horí, má panenko) (1967)","['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a']",9
5143,"Lone Ranger, The (1956)","['A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'W', 'e', 's', 't', 'e', 'r', 'n']",9
5144,"Lone Ranger and the Lost City of Gold, The (1958)","['A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'M', 'y', 's', 't', 'e', 'r', 'y', '|', 'W', 'e', 's', 't', 'e', 'r', 'n']",9
5145,Loves of a Blonde (Lásky jedné plavovlásky) (1965),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",9
5146,Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000),"['A', 'n', 'i', 'm', 'a', 't', 'i', 'o', 'n', '|', 'F', 'a', 'n', 't', 'a', 's', 'y', '|', 'H', 'o', 'r', 'r', 'o', 'r', '|', 'S', 'c', 'i', '-', 'F', 'i']",9
5147,Wild Strawberries (Smultronstället) (1957),"['D', 'r', 'a', 'm', 'a']",4
5150,Under the Skin (1997),"['D', 'r', 'a', 'm', 'a']",4
5151,40 Days and 40 Nights (2002),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",4
5152,We Were Soldiers (2002),"['A', 'c', 't', 'i', 'o', 'n', '|', 'D', 'r', 'a', 'm', 'a', '|', 'W', 'a', 'r']",4
5153,Trouble Every Day (2001),"['D', 'r', 'a', 'm', 'a', '|', 'H', 'o', 'r', 'r', 'o', 'r', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",4
5154,"Arena, The (a.k.a. Naked Warriors) (1974)","['A', 'c', 't', 'i', 'o', 'n', '|', 'A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e']",4
5155,"Big Bird Cage, The (1972)","['A', 'c', 't', 'i', 'o', 'n']",4
5156,"Big Doll House, The (1971)","['A', 'c', 't', 'i', 'o', 'n']",4
5157,"Church, The (Chiesa, La) (1989)","['D', 'r', 'a', 'm', 'a', '|', 'F', 'a', 'n', 't', 'a', 's', 'y', '|', 'H', 'o', 'r', 'r', 'o', 'r']",4
5158,Cross Creek (1983),"['D', 'r', 'a', 'm', 'a']",4
5159,Ferngully: The Last Rainforest (1992),"['A', 'n', 'i', 'm', 'a', 't', 'i', 'o', 'n', '|', 'C', 'h', 'i', 'l', 'd', 'r', 'e', 'n', '|', 'C', 'o', 'm', 'e', 'd', 'y', '|', 'M', 'u', 's', 'i', 'c', 'a', 'l']",4
5160,Night of the Zombies (a.k.a. Hell of the Living Dead) (Virus) (1980),"['A', 'c', 't', 'i', 'o', 'n', '|', 'H', 'o', 'r', 'r', 'o', 'r', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",4
5161,Intersection (1994),"['D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",6
5162,"Jo Jo Dancer, Your Life is Calling (1986)","['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a']",2
5163,StageFright: Aquarius (1987),"['H', 'o', 'r', 'r', 'o', 'r', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
5164,"Troll in Central Park, A (1994)","['A', 'n', 'i', 'm', 'a', 't', 'i', 'o', 'n', '|', 'C', 'h', 'i', 'l', 'd', 'r', 'e', 'n']",5
5165,Zombie (a.k.a. Zombie 2: The Dead Are Among Us) (Zombi 2) (1979),"['H', 'o', 'r', 'r', 'o', 'r']",2
5167,My Favorite Brunette (1947),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'M', 'y', 's', 't', 'e', 'r', 'y']",2
5168,Royal Wedding (1951),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'M', 'u', 's', 'i', 'c', 'a', 'l', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",0
5169,Scarlet Street (1945),"['F', 'i', 'l', 'm', '-', 'N', 'o', 'i', 'r']",8
5170,All About the Benjamins (2002),"['A', 'c', 't', 'i', 'o', 'n', '|', 'C', 'o', 'm', 'e', 'd', 'y', '|', 'C', 'r', 'i', 'm', 'e']",9
5171,"Time Machine, The (2002)","['A', 'c', 't', 'i', 'o', 'n', '|', 'A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'S', 'c', 'i', '-', 'F', 'i']",3
5172,Full Frontal (2002),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",2
5173,Divorcing Jack (1998),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",9
5174,"Field, The (1990)","['D', 'r', 'a', 'm', 'a']",2
5175,Hidden Agenda (1990),"['D', 'r', 'a', 'm', 'a', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
5177,"Magnificent Ambersons, The (1942)","['D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",2
5178,Fun (1994),"['C', 'r', 'i', 'm', 'e', '|', 'D', 'r', 'a', 'm', 'a']",4
5179,Gloria (1980),"['D', 'r', 'a', 'm', 'a', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",7
5180,"Great Rock 'n' Roll Swindle, The (1980)","['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",2
5181,Hangar 18 (1980),"['A', 'c', 't', 'i', 'o', 'n', '|', 'S', 'c', 'i', '-', 'F', 'i', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
5182,Hawk the Slayer (1980),"['A', 'c', 't', 'i', 'o', 'n', '|', 'F', 'a', 'n', 't', 'a', 's', 'y']",2
5183,He Knows You're Alone (a.k.a. Blood Wedding) (1980),"['H', 'o', 'r', 'r', 'o', 'r', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
5184,Heaven's Gate (1980),"['W', 'e', 's', 't', 'e', 'r', 'n']",2
5185,Hero at Large (1980),"['C', 'o', 'm', 'e', 'd', 'y']",2
5187,Hopscotch (1980),"['C', 'o', 'm', 'e', 'd', 'y']",2
5189,Humanoids from the Deep (1980),"['H', 'o', 'r', 'r', 'o', 'r', '|', 'S', 'c', 'i', '-', 'F', 'i']",2
5190,Inside Moves (1980),"['D', 'r', 'a', 'm', 'a']",2
5192,"Island, The (1980)","['A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'H', 'o', 'r', 'r', 'o', 'r', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
5193,"Jazz Singer, The (1980)","['M', 'u', 's', 'i', 'c', 'a', 'l']",2
5194,Who's Singin' Over There? (a.k.a. Who Sings Over There) (Ko to tamo peva) (1980),"['C', 'o', 'm', 'e', 'd', 'y']",2
5195,"Zombie Lake (Lac des morts vivants, Le) (Zombies Lake) (Lake of the Living Dead, The) (1981)","['H', 'o', 'r', 'r', 'o', 'r']",2
5196,Lion of the Desert (1980),"['W', 'a', 'r']",2
5197,Little Darlings (1980),"['D', 'r', 'a', 'm', 'a']",2
5198,"Long Good Friday, The (1980)","['D', 'r', 'a', 'm', 'a', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",5
5199,"Long Riders, The (1980)","['W', 'e', 's', 't', 'e', 'r', 'n']",5
5200,"Man Who Saw Tomorrow, The (1980)","['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",5
5201,Eaten Alive (Mangiati Vivi) (1980),"['A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'H', 'o', 'r', 'r', 'o', 'r']",5
5202,Mon oncle d'Amérique (1980),"['D', 'r', 'a', 'm', 'a']",5
5203,The Monster Club (1981),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'H', 'o', 'r', 'r', 'o', 'r']",5
5204,Death Watch (La Mort en Direct) (1980),"['D', 'r', 'a', 'm', 'a', '|', 'S', 'c', 'i', '-', 'F', 'i']",5
5205,Motel Hell (1980),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'H', 'o', 'r', 'r', 'o', 'r']",5
5206,Mother's Day (1980),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'H', 'o', 'r', 'r', 'o', 'r']",0
5208,"Ninth Configuration, The (a.k.a. Twinkle, Twinkle, Killer Kane) (1980)","['D', 'r', 'a', 'm', 'a', '|', 'W', 'a', 'r']",0
5210,"Burial Ground (a.k.a. Zombie Horror) (a.k.a. Zombie 3) (Notti del Terrore, Le) (1981)","['H', 'o', 'r', 'r', 'o', 'r']",8
5212,"Octagon, The (1980)","['A', 'c', 't', 'i', 'o', 'n']",8
5213,"Oh, God! Book II (1980)","['C', 'o', 'm', 'e', 'd', 'y']",3
5214,"Oh, God! (1977)","['C', 'o', 'm', 'e', 'd', 'y', '|', 'F', 'a', 'n', 't', 'a', 's', 'y']",3
5216,"Pepi, Luci, Bom (Pepi, Luci, Bom y Otras Chicas del Montón) (1980)","['C', 'o', 'm', 'e', 'd', 'y']",3
5218,Ice Age (2002),"['A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'A', 'n', 'i', 'm', 'a', 't', 'i', 'o', 'n', '|', 'C', 'h', 'i', 'l', 'd', 'r', 'e', 'n', '|', 'C', 'o', 'm', 'e', 'd', 'y']",3
5219,Resident Evil (2002),"['A', 'c', 't', 'i', 'o', 'n', '|', 'H', 'o', 'r', 'r', 'o', 'r', '|', 'S', 'c', 'i', '-', 'F', 'i', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",3
5220,Showtime (2002),"['A', 'c', 't', 'i', 'o', 'n', '|', 'C', 'o', 'm', 'e', 'd', 'y']",3
5221,Harrison's Flowers (2000),"['D', 'r', 'a', 'm', 'a']",3
5222,Kissing Jessica Stein (2001),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",6
5224,Promises (2001),"['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",6
5225,And Your Mother Too (Y tu mamá también) (2001),"['D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",6
5226,All the Right Moves (1983),"['D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",6
5227,Barabbas (1961),"['A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'D', 'r', 'a', 'm', 'a']",6
5228,"Ghost Breakers, The (1940)","['C', 'o', 'm', 'e', 'd', 'y', '|', 'H', 'o', 'r', 'r', 'o', 'r']",9
5229,I Think I Do (1997),"['C', 'o', 'm', 'e', 'd', 'y']",3
5230,"Paleface, The (1948)","['C', 'o', 'm', 'e', 'd', 'y', '|', 'W', 'e', 's', 't', 'e', 'r', 'n']",3
5231,Road to Morocco (1942),"['C', 'o', 'm', 'e', 'd', 'y']",6
5232,Road to Singapore (1940),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'M', 'u', 's', 'i', 'c', 'a', 'l']",0
5233,Road to Utopia (1946),"['C', 'o', 'm', 'e', 'd', 'y']",8
5234,Road to Zanzibar (1941),"['C', 'o', 'm', 'e', 'd', 'y']",8
5235,Split Second (1992),"['A', 'c', 't', 'i', 'o', 'n', '|', 'S', 'c', 'i', '-', 'F', 'i', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",6
5236,"Tale of Springtime, A (Conte de Printemps) (1990)","['D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",2
5237,Taps (1981),"['D', 'r', 'a', 'm', 'a']",2
5238,Return of the Secaucus 7 (1980),"['D', 'r', 'a', 'm', 'a']",2
5240,Running Scared (1980),"['A', 'c', 't', 'i', 'o', 'n', '|', 'D', 'r', 'a', 'm', 'a']",2
5241,Seems Like Old Times (1980),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",2
5242,Serial (1980),"['C', 'o', 'm', 'e', 'd', 'y']",2
5243,"Young Master, The (Shi di chu ma) (1980)","['A', 'c', 't', 'i', 'o', 'n', '|', 'C', 'o', 'm', 'e', 'd', 'y']",2
5244,Shogun Assassin (1980),"['A', 'c', 't', 'i', 'o', 'n', '|', 'A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e']",2
5245,Simon (1980),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'S', 'c', 'i', '-', 'F', 'i']",0
5246,Smokey and the Bandit II (1980),"['A', 'c', 't', 'i', 'o', 'n', '|', 'C', 'o', 'm', 'e', 'd', 'y']",4
5247,Smokey and the Bandit (1977),"['A', 'c', 't', 'i', 'o', 'n', '|', 'C', 'o', 'm', 'e', 'd', 'y']",3
5248,Smokey and the Bandit III (1983),"['A', 'c', 't', 'i', 'o', 'n', '|', 'C', 'o', 'm', 'e', 'd', 'y']",9
5249,Spetters (1980),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a']",4
5250,Stir Crazy (1980),"['C', 'o', 'm', 'e', 'd', 'y']",8
5253,Cousins in Love (a.k.a. Tender Cousins) (Tendres Cousines) (1980),"['D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",8
5254,Blade II (2002),"['A', 'c', 't', 'i', 'o', 'n', '|', 'H', 'o', 'r', 'r', 'o', 'r', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
5255,Sorority Boys (2002),"['C', 'o', 'm', 'e', 'd', 'y']",2
5256,Stolen Summer (2002),"['D', 'r', 'a', 'm', 'a']",2
5257,In the Winter Dark (1998),"['D', 'r', 'a', 'm', 'a']",7
5258,George Washington (2000),"['D', 'r', 'a', 'm', 'a']",7
5259,Homicidal (1961),"['H', 'o', 'r', 'r', 'o', 'r', '|', 'M', 'y', 's', 't', 'e', 'r', 'y', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",7
5260,"Life is to Whistle (Vida es silbar, La) (1998)","['D', 'r', 'a', 'm', 'a']",2
5262,Mr. Sardonicus (1961),"['H', 'o', 'r', 'r', 'o', 'r']",2
5263,Strait-Jacket (1964),"['H', 'o', 'r', 'r', 'o', 'r', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
5264,Clockstoppers (2002),"['A', 'c', 't', 'i', 'o', 'n', '|', 'A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'S', 'c', 'i', '-', 'F', 'i', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",7
5265,Death to Smoochy (2002),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'C', 'r', 'i', 'm', 'e', '|', 'D', 'r', 'a', 'm', 'a']",2
5266,Panic Room (2002),"['T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",7
5267,"Rookie, The (2002)","['D', 'r', 'a', 'm', 'a']",2
5268,No Such Thing (2001),"['D', 'r', 'a', 'm', 'a', '|', 'F', 'a', 'n', 't', 'a', 's', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",2
5269,"Piano Teacher, The (La pianiste) (2001)","['D', 'r', 'a', 'm', 'a']",2
5275,Boxcar Bertha (1972),"['D', 'r', 'a', 'm', 'a']",2
5276,Crimes of Passion (1984),"['D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
5277,"Evil That Men Do, The (1984)","['A', 'c', 't', 'i', 'o', 'n', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
5278,Fraternity Vacation (1985),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",2
5279,Impromptu (1991),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",2
5282,High Crimes (2002),"['T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
5283,National Lampoon's Van Wilder (2002),"['C', 'o', 'm', 'e', 'd', 'y']",2
5287,"After Dark, My Sweet (1990)","['C', 'r', 'i', 'm', 'e', '|', 'D', 'r', 'a', 'm', 'a', '|', 'M', 'y', 's', 't', 'e', 'r', 'y']",2
5288,"Atomic Cafe, The (1982)","['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y', '|', 'W', 'a', 'r']",2
5289,Body and Soul (1947),"['D', 'r', 'a', 'm', 'a', '|', 'F', 'i', 'l', 'm', '-', 'N', 'o', 'i', 'r']",2
5290,First Men in the Moon (1964),"['A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'S', 'c', 'i', '-', 'F', 'i']",2
5291,Rashomon (Rashômon) (1950),"['C', 'r', 'i', 'm', 'e', '|', 'D', 'r', 'a', 'm', 'a', '|', 'M', 'y', 's', 't', 'e', 'r', 'y']",2
5292,Slap Shot (1977),"['C', 'o', 'm', 'e', 'd', 'y']",2
5293,Changing Lanes (2002),"['D', 'r', 'a', 'm', 'a', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
5294,Frailty (2001),"['C', 'r', 'i', 'm', 'e', '|', 'D', 'r', 'a', 'm', 'a', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
5295,New Best Friend (2002),"['D', 'r', 'a', 'm', 'a', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
5296,"Sweetest Thing, The (2002)","['C', 'o', 'm', 'e', 'd', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",2
5297,"Cat's Meow, The (2002)","['D', 'r', 'a', 'm', 'a', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
5298,Human Nature (2001),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",2
5299,My Big Fat Greek Wedding (2002),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",2
5300,3:10 to Yuma (1957),"['A', 'c', 't', 'i', 'o', 'n', '|', 'A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'D', 'r', 'a', 'm', 'a', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r', '|', 'W', 'e', 's', 't', 'e', 'r', 'n']",2
5301,Bite the Bullet (1975),"['A', 'c', 't', 'i', 'o', 'n', '|', 'A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'W', 'e', 's', 't', 'e', 'r', 'n']",2
5302,Breakout (1975),"['A', 'c', 't', 'i', 'o', 'n', '|', 'A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e']",2
5303,Joe Versus the Volcano (1990),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",2
5304,"Rome, Open City (a.k.a. Open City) (Roma, città aperta) (1945)","['D', 'r', 'a', 'm', 'a', '|', 'W', 'a', 'r']",2
5305,Return of the Killer Tomatoes! (1988),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'H', 'o', 'r', 'r', 'o', 'r', '|', 'S', 'c', 'i', '-', 'F', 'i']",2
5307,Taking Care of Business (1990),"['C', 'o', 'm', 'e', 'd', 'y']",2
5308,Three Men and a Baby (1987),"['C', 'o', 'm', 'e', 'd', 'y']",2
5309,Three Men and a Little Lady (1990),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",2
5310,Transylvania 6-5000 (1985),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'H', 'o', 'r', 'r', 'o', 'r']",2
5311,"Watcher in the Woods, The (1980)","['C', 'h', 'i', 'l', 'd', 'r', 'e', 'n', '|', 'H', 'o', 'r', 'r', 'o', 'r', '|', 'M', 'y', 's', 't', 'e', 'r', 'y', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
5312,Murder by Numbers (2002),"['C', 'r', 'i', 'm', 'e', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
5313,"Scorpion King, The (2002)","['A', 'c', 't', 'i', 'o', 'n', '|', 'A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'F', 'a', 'n', 't', 'a', 's', 'y']",2
5314,Behind the Sun (Abril Despedaçado) (2001),"['D', 'r', 'a', 'm', 'a']",2
5316,Enigma (2001),"['R', 'o', 'm', 'a', 'n', 'c', 'e', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
5317,"Girls Can't Swim (Filles ne savent pas nager, Les) (2000)","['D', 'r', 'a', 'm', 'a']",2
5318,Joshua (2002),"['D', 'r', 'a', 'm', 'a']",2
5319,Nine Queens (Nueve reinas) (2000),"['C', 'r', 'i', 'm', 'e', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
5321,"Triumph of Love, The (2001)","['C', 'o', 'm', 'e', 'd', 'y']",2
5322,World Traveler (2001),"['D', 'r', 'a', 'm', 'a']",2
5323,Jason X (2002),"['H', 'o', 'r', 'r', 'o', 'r', '|', 'S', 'c', 'i', '-', 'F', 'i', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
5324,Life or Something Like It (2002),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",2
5325,Dogtown and Z-Boyz (2001),"['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",2
